file,label,Tachometer_harmonic_1_amplitude,Tachometer_harmonic_2_amplitude,Tachometer_harmonic_3_amplitude,Tachometer_harmonic_4_amplitude,Tachometer_harmonic_5_amplitude,Tachometer_harmonic_6_amplitude,Tachometer_harmonic_7_amplitude,Tachometer_harmonic_8_amplitude,Tachometer_harmonic_9_amplitude,Tachometer_harmonic_10_amplitude,Motor_harmonic_1_amplitude,Motor_harmonic_2_amplitude,Motor_harmonic_3_amplitude,Motor_harmonic_4_amplitude,Motor_harmonic_5_amplitude,Motor_harmonic_6_amplitude,Motor_harmonic_7_amplitude,Motor_harmonic_8_amplitude,Motor_harmonic_9_amplitude,Motor_harmonic_10_amplitude,Bearing 1 Z_harmonic_1_amplitude,Bearing 1 Z_harmonic_2_amplitude,Bearing 1 Z_harmonic_3_amplitude,Bearing 1 Z_harmonic_4_amplitude,Bearing 1 Z_harmonic_5_amplitude,Bearing 1 Z_harmonic_6_amplitude,Bearing 1 Z_harmonic_7_amplitude,Bearing 1 Z_harmonic_8_amplitude,Bearing 1 Z_harmonic_9_amplitude,Bearing 1 Z_harmonic_10_amplitude,Bearing 1 Y_harmonic_1_amplitude,Bearing 1 Y_harmonic_2_amplitude,Bearing 1 Y_harmonic_3_amplitude,Bearing 1 Y_harmonic_4_amplitude,Bearing 1 Y_harmonic_5_amplitude,Bearing 1 Y_harmonic_6_amplitude,Bearing 1 Y_harmonic_7_amplitude,Bearing 1 Y_harmonic_8_amplitude,Bearing 1 Y_harmonic_9_amplitude,Bearing 1 Y_harmonic_10_amplitude,Bearing 1 X_harmonic_1_amplitude,Bearing 1 X_harmonic_2_amplitude,Bearing 1 X_harmonic_3_amplitude,Bearing 1 X_harmonic_4_amplitude,Bearing 1 X_harmonic_5_amplitude,Bearing 1 X_harmonic_6_amplitude,Bearing 1 X_harmonic_7_amplitude,Bearing 1 X_harmonic_8_amplitude,Bearing 1 X_harmonic_9_amplitude,Bearing 1 X_harmonic_10_amplitude,Bearing 2 Z_harmonic_1_amplitude,Bearing 2 Z_harmonic_2_amplitude,Bearing 2 Z_harmonic_3_amplitude,Bearing 2 Z_harmonic_4_amplitude,Bearing 2 Z_harmonic_5_amplitude,Bearing 2 Z_harmonic_6_amplitude,Bearing 2 Z_harmonic_7_amplitude,Bearing 2 Z_harmonic_8_amplitude,Bearing 2 Z_harmonic_9_amplitude,Bearing 2 Z_harmonic_10_amplitude,Bearing 2 Y_harmonic_1_amplitude,Bearing 2 Y_harmonic_2_amplitude,Bearing 2 Y_harmonic_3_amplitude,Bearing 2 Y_harmonic_4_amplitude,Bearing 2 Y_harmonic_5_amplitude,Bearing 2 Y_harmonic_6_amplitude,Bearing 2 Y_harmonic_7_amplitude,Bearing 2 Y_harmonic_8_amplitude,Bearing 2 Y_harmonic_9_amplitude,Bearing 2 Y_harmonic_10_amplitude,Bearing 2 X_harmonic_1_amplitude,Bearing 2 X_harmonic_2_amplitude,Bearing 2 X_harmonic_3_amplitude,Bearing 2 X_harmonic_4_amplitude,Bearing 2 X_harmonic_5_amplitude,Bearing 2 X_harmonic_6_amplitude,Bearing 2 X_harmonic_7_amplitude,Bearing 2 X_harmonic_8_amplitude,Bearing 2 X_harmonic_9_amplitude,Bearing 2 X_harmonic_10_amplitude,Gearbox_harmonic_1_amplitude,Gearbox_harmonic_2_amplitude,Gearbox_harmonic_3_amplitude,Gearbox_harmonic_4_amplitude,Gearbox_harmonic_5_amplitude,Gearbox_harmonic_6_amplitude,Gearbox_harmonic_7_amplitude,Gearbox_harmonic_8_amplitude,Gearbox_harmonic_9_amplitude,Gearbox_harmonic_10_amplitude
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 19.plk,1,0.0009738957466544318,0.0007695398993191621,0.001364616471580016,0.0008306535286357246,0.0009404610479781917,0.000524470847871753,0.0015453568052060179,0.001048374137540521,0.001426038665091803,0.0014841127927055716,8.354939666226462e-05,1.3081435689463146e-05,1.1504201669218143e-05,2.4469665980646775e-05,1.6143039065258242e-05,1.7482706174422608e-06,8.10991214759686e-06,1.1894475719621878e-05,1.04867941202364e-05,4.026767029353349e-06,3.541572455865711e-05,7.257260834783638e-06,2.765206028997807e-05,1.8946029172339638e-05,1.981936832823889e-05,1.4712413050034296e-05,1.341225459839266e-05,6.455872274803205e-06,8.482292646877359e-06,1.2542199617126249e-05,3.692072897247072e-05,1.1205659916159726e-05,8.80241349721597e-06,9.463858299210482e-06,4.521495921427903e-06,1.9821426976258815e-05,4.852316193983419e-06,8.88605836172382e-06,1.1401636379578369e-05,1.0497540304576184e-05,2.571196539012496e-05,1.5930213652703712e-05,4.176055238968649e-06,6.081170383625991e-06,1.9633408135017403e-05,6.394986078214375e-06,1.2258534428496615e-05,6.495520096167989e-06,1.1724058019975707e-05,5.965048102531271e-06,1.6999010820990718e-05,1.758867067223204e-05,1.2028558518258988e-05,1.7770428029969745e-05,8.03074649469876e-06,1.6811213038706104e-05,1.3504989925598313e-05,5.1737585770494925e-06,1.3627824872286235e-06,5.886056691109392e-06,4.930942907873798e-05,1.3381662319529654e-05,1.1962622952317323e-05,1.3269904555924023e-05,1.1942539330664825e-05,1.3297451992479052e-05,4.43696795754512e-06,6.818535655272709e-06,7.1306971351792835e-06,1.4179688372371362e-05,4.893686905965469e-06,1.9380593670714504e-06,1.3094131511026487e-05,6.89867310792358e-06,1.548706502290684e-05,7.85175781924094e-06,6.485751033269478e-06,1.1452885954612112e-06,6.782892741707384e-06,8.397217530228318e-06,4.575059781555586e-05,1.2411685661746558e-05,2.4578681895201458e-05,1.0570118052342799e-05,3.32312623833988e-06,1.4920897264589237e-05,8.890343500703806e-06,6.2308627919650544e-06,5.164960145823581e-06,7.250383046367658e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 2.plk,1,0.0024553833893330773,0.0027196747472851258,0.0027983595825784515,0.002443411277012699,0.0021811263846034097,0.0021972154061898116,0.002159369405422981,0.0022786692662290545,0.0022762028645281016,0.0021350177194832316,1.6617888698381602e-05,2.8898963157339644e-05,1.4068677328128985e-05,8.121129841386092e-06,7.031563609905645e-06,7.968650889957865e-06,6.771905445812523e-06,1.8368663672765925e-05,8.072999415952665e-06,7.211160181779813e-06,3.744140564208151e-05,9.368392834951777e-06,2.2186369379583226e-05,2.167640174581094e-05,5.983511797776604e-07,1.1839109651877847e-05,8.090415878571708e-06,1.9133743640081408e-06,3.946739448810376e-06,8.107813151517793e-06,1.954065193330652e-05,1.7970988063142598e-05,1.0365986239977282e-05,1.9914856604816067e-05,1.6256150125225634e-05,1.037888820950017e-05,1.9137857155606747e-05,1.0927113840601116e-05,7.223301398433138e-06,1.370351896989723e-05,3.803502520943328e-05,4.269371735571463e-05,3.6336582605486146e-06,7.827918826688121e-06,7.060280982094362e-06,8.746890077007735e-06,3.93181357578267e-06,3.6465609702306043e-06,1.414640328052664e-05,1.400853682045279e-05,1.3607039999089348e-05,1.1703437153133565e-05,1.077172675699404e-05,8.425151545656947e-06,1.281117800119911e-05,9.554769310219582e-06,7.659849250631479e-06,8.34629486849787e-06,9.226258059818287e-07,1.2674911500581572e-05,4.32403872874409e-05,2.8796037439930534e-05,3.873030895173718e-05,9.72416868592957e-06,1.5187712165911196e-05,1.357153364111396e-06,1.3847004004031424e-05,1.3506110878569642e-05,6.363712396592224e-06,1.5617727887234986e-05,2.8979791881531873e-05,6.836254429526856e-06,1.8153004808616122e-05,1.781094605613656e-05,4.484218992524783e-06,7.980392461045932e-06,9.072072728605311e-06,8.352012652828415e-06,4.412035566871364e-06,2.8753420286141305e-06,5.155122136287847e-05,8.305301880709887e-06,3.0962471864461044e-05,1.3824469478839622e-05,1.114919628685407e-05,1.0761178465605433e-05,7.086327771185193e-06,5.391616650056631e-06,8.406898552302824e-06,7.241292454367301e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 20.plk,1,0.0013079923639799649,0.0016376941945958695,0.0013455093675566574,0.000839929645821234,0.0014116668988176956,0.0008621469489926782,0.0009304413615162212,0.0010199714357828973,0.0011846227705393194,0.0009680524900784511,1.433426754909806e-05,1.0173674002402563e-05,1.4671635921532422e-05,1.043233259345151e-05,9.984907464780287e-06,6.095690098461547e-07,8.262765832855616e-06,5.771233757821876e-06,2.3669162260418914e-05,1.0257636972577933e-05,6.3140802535948955e-06,3.428382756015367e-05,8.48960447581291e-06,2.374197291508669e-05,1.4485619554279957e-05,6.534128512597068e-06,1.2870977625018723e-05,8.314713385495429e-06,1.3219583845090389e-05,1.004514256312712e-05,2.6568970378655614e-05,5.063761863030009e-05,1.1126846192029538e-05,1.1054860199425524e-05,2.69829317604553e-05,4.731220393748184e-06,1.2716735165781292e-05,1.5280129150246703e-05,1.984019818358187e-05,7.490210864137289e-06,4.616650341107406e-05,1.3100876811272849e-05,1.624909836450016e-05,1.9215028377264414e-05,2.0506198039406322e-05,1.0738186478998966e-05,7.438914407414831e-06,1.2182785750777548e-05,8.685451911979986e-06,6.9271056216447065e-06,3.114325948627026e-05,1.72775474404136e-05,1.3551092293547224e-05,2.885978452900771e-05,1.4721474857361637e-05,2.28311193360013e-06,1.5212903363543044e-05,1.5304173169280938e-05,9.046018125356064e-06,5.090346613256656e-06,3.380453883949104e-05,2.6757659565236698e-05,1.2376128432196803e-05,1.410660713281076e-05,9.782820252223163e-06,1.5832156910015846e-06,7.246820321695875e-06,3.4335136070212844e-06,1.141282930167672e-05,7.341352423382715e-06,1.9913685556981007e-05,1.396412232751506e-05,2.2194646158706417e-05,4.036435398870041e-06,1.3266622686015956e-05,6.530930686295727e-06,4.2377159122291345e-06,6.557730795487358e-06,8.077093723255478e-07,4.950182071861463e-06,3.1785326397181596e-05,7.294826859895996e-06,2.913074875153092e-05,3.958805794270268e-06,4.515119861848373e-06,1.1110991980348636e-05,6.119048595299748e-06,3.311249977043227e-06,2.65765389603845e-06,3.4158800915690554e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 21.plk,1,0.000547548637151944,0.001263468987393229,0.0002941712765170133,0.0009333876376624757,0.001121070285293831,0.001081421001570552,0.0006339686424197826,0.0006361933064153753,0.0006468999275484147,0.0008001443001808052,1.223872941635782e-05,1.4077152170673519e-05,1.1923087597772205e-05,5.061454987804034e-06,9.564214900191462e-06,2.7708285773310844e-06,3.136353873694312e-06,8.264194629179476e-06,1.3961813217657672e-05,1.0709199711654785e-05,9.753834691633478e-06,2.6148668446700326e-05,5.063040885494048e-06,1.6166981810582793e-05,3.797120289428939e-06,1.6389576146842246e-05,7.141186012303326e-06,3.4131015255997263e-06,5.978908600950602e-06,8.401580166054273e-06,3.418969954302115e-05,8.048510950080602e-06,1.0765680057539137e-05,1.0528602806094063e-05,2.025175395341373e-06,6.1358690702780765e-06,4.57667300210525e-06,1.864146692951112e-05,1.0015205461595808e-05,1.0620069154491495e-05,2.626079798504642e-05,2.8058162332813896e-05,1.5491868385010816e-05,1.0329506809680237e-05,1.2195069108180258e-05,9.002788677870752e-06,7.98343305964437e-06,1.4212243078000707e-06,8.776068356230844e-06,7.537909833344989e-06,4.0326876004496406e-05,3.4122160285805867e-06,1.9170742136906373e-05,6.633092550000341e-06,2.2562431937738467e-05,6.128898082777607e-06,1.3074096157615659e-05,9.320223707108026e-06,1.2088423097741084e-05,1.466155618271905e-05,1.3082301248447853e-05,2.8169509438493754e-05,1.8729641190745863e-05,7.5623871499797805e-06,9.487128464947038e-06,3.7685632839536097e-06,1.4191151365692385e-05,3.3710526004273986e-06,5.9546254000051e-06,1.9479222590874464e-06,7.272931298896851e-05,1.5078626564919731e-05,1.4605029721511583e-05,1.025757854720275e-05,1.3412265081485597e-05,5.117778758726453e-06,1.4683623644563937e-05,4.3302433186768465e-06,5.8110448087022105e-06,4.611231813028554e-06,1.7563659161083746e-05,1.8512426548198575e-05,1.907767435360698e-05,2.064286027177706e-05,1.2230558275887709e-05,7.432124536743634e-06,9.934131236746607e-06,1.2319688319752936e-05,3.894446928655281e-06,9.219004211971466e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 22.plk,1,0.0016655059150218036,0.0015423431515397496,0.0014960090016160187,0.00092870717770422,0.0008032704777410374,0.0009151571396110613,0.0012824224683797936,0.0012374750733304015,0.0009045142308240731,0.0011510579492080672,1.8280330221390032e-05,9.425295950607064e-06,5.687116159576895e-06,2.0859769587261707e-06,4.097719303709219e-06,1.4883516023376423e-05,1.3852690511641718e-05,1.2665665636254039e-05,2.2352784105608207e-05,1.3792530221889894e-05,6.939331885201839e-05,1.6461191532849887e-05,1.1636062717106668e-05,2.237203630776652e-05,3.44443612365416e-06,9.037309138301324e-06,1.658946184026858e-05,1.5210199412769197e-05,9.250893228012281e-06,2.8802982868466786e-06,4.062043339491183e-05,5.290717630888851e-06,2.239909387106973e-05,1.8953370856715062e-06,5.577180653493476e-06,4.682448044837489e-06,1.1246426099127579e-05,8.013081770699979e-06,1.1437716664225683e-05,1.0390540210936262e-05,3.369825022703274e-05,1.7871253998696806e-05,1.12173235058071e-05,5.813705270607934e-06,1.8847603101941605e-05,1.3565391484025142e-05,1.0630636941992174e-05,6.666220094281858e-06,2.785655712891334e-06,1.0497800191700246e-06,1.3615078131286908e-05,3.4447164833111553e-05,4.38916917581204e-06,1.8865103099864153e-05,6.366206912487957e-06,1.4149180079215075e-05,2.2129281669304035e-05,1.2395682334510377e-05,7.125988617273844e-06,2.885866372167775e-06,3.67529790868331e-05,2.2341213464848054e-05,1.770193918545741e-05,2.599387953670232e-06,2.993330234937506e-06,1.6388933050084426e-05,9.895498917452442e-06,1.1304222702971748e-05,7.389880349885192e-06,5.2940976401903696e-06,3.0545251998383315e-05,2.657197124709088e-05,7.2469826921305444e-06,7.886345311864511e-06,1.566655224635493e-05,5.96041766136379e-06,7.0137903371474e-06,7.422302367994285e-06,8.458841117361805e-06,6.185375414566485e-06,2.2398611722376856e-05,7.2501085221261465e-06,1.752781321252559e-05,9.55691195357201e-06,1.3814453432131762e-05,7.341182881227112e-06,2.2355193671738178e-05,2.8514953591137653e-06,1.412895562947907e-05,1.1312154297922142e-05
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 23.plk,1,0.0014352821713348536,0.001773217564672243,0.0013676956843369395,0.0009851882925102444,0.0016361175511298096,0.0011739872839859416,0.001288575145876256,0.0012354655139800354,0.0014382473602337156,0.0015851517595180708,1.2767585466428474e-05,1.5061944063774169e-05,1.090004210687724e-05,1.750891977906262e-05,9.99812513817288e-06,8.925753867720046e-06,5.345235122058627e-07,5.065665844667668e-06,1.1355458050165195e-06,4.949356880127289e-06,2.91045944558189e-05,1.5146678102043113e-05,1.428771564358407e-05,2.0181690256570128e-05,9.194720715589658e-06,1.1948961020532045e-05,9.441693115851265e-06,3.866394706974152e-06,7.973173737274977e-06,1.3454775765943371e-05,2.151290271664601e-05,1.88749985387589e-05,1.885359656811491e-05,1.4005232621510205e-05,8.663787603509168e-06,8.141239432009262e-06,1.4196026389586289e-05,9.804789290971433e-06,7.122724307560052e-06,8.80267075410223e-06,4.379817002149999e-05,1.9418831130362317e-05,3.0199022899734202e-06,1.920512004327407e-05,8.44656340630596e-06,6.58331292957104e-06,5.598245165134539e-06,1.1106104110759932e-05,5.612569051959531e-06,1.9835175261234893e-06,3.8462737890204124e-05,3.642325406870313e-05,2.1616330428978593e-05,1.575004992732324e-05,1.12381228164024e-05,1.4604761514318393e-05,8.612876796684305e-06,1.1335571417890785e-05,1.3755819803179595e-05,5.53808246607064e-06,3.879139499336706e-05,8.786609361871448e-06,1.0745689363057411e-05,1.216859762696379e-05,5.499789668688003e-06,3.3088115449585083e-06,4.3628009124286324e-06,3.7148571994947313e-06,8.893145042882237e-06,5.028065780497446e-06,2.9331481762052456e-05,1.4547477710736542e-05,9.003032728035504e-06,1.9398047351488415e-05,2.0112585762802267e-05,8.039373894412573e-06,6.723267715976784e-06,1.0752711488722479e-05,9.560327331712037e-06,9.092436893091656e-06,2.1328541481827932e-05,2.8417442192237954e-05,4.317630950814585e-06,1.2494426668842565e-05,9.357907304912201e-06,1.0820610687609187e-05,1.3315140149702648e-05,1.5709860077054554e-05,9.207091235167652e-06,5.2561730531015814e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 24.plk,1,0.0018494605947675983,0.0016002277905516609,0.0009517424170523194,0.0012969717249577022,0.0016379312669825069,0.0015044011113189263,0.0013165268670364712,0.0009871180854158286,0.0011569593427280707,0.0015450667677162017,2.2569445300725262e-05,2.9218077410923792e-05,4.306651050834512e-05,1.2619954645666133e-05,1.358023971317671e-05,1.4481130624131099e-05,8.40601911355458e-06,5.999021125546462e-06,8.093211601270684e-06,7.967629855223267e-06,2.6943617425484623e-05,2.6174706381348004e-05,1.5530059719385387e-05,7.614314867693103e-06,6.3872170229466505e-06,4.085544159277161e-06,1.0315597199305047e-05,2.357227661984735e-06,3.1371662053194025e-06,7.063702152979945e-06,2.448743305660304e-05,1.0860662545608011e-05,2.620501177575717e-05,7.956305914396923e-06,6.82319813193122e-06,6.905437133683534e-06,1.0431782831585378e-05,7.16014552919863e-06,1.0986499131463084e-05,4.580299630182032e-06,1.008503220096963e-05,2.385472611137828e-05,7.764193830089524e-06,2.1680957378096446e-05,9.543584147556901e-06,2.2600506787935643e-05,8.490233209201396e-06,5.257597021399518e-06,8.916734441644146e-06,1.8603186077203143e-05,1.0019648388578771e-05,3.1039034283926154e-05,1.8486497982575433e-06,1.390793727256675e-05,4.886498625076056e-06,6.269210469587651e-06,5.6500624905378155e-06,8.496526733310581e-07,5.0171946708417055e-06,1.7543266278567224e-05,2.9429929715000355e-05,3.120554578176596e-05,9.74354485124038e-06,1.0610461520661904e-05,1.0180744038051149e-05,6.292527638707469e-06,1.3616077293094833e-05,9.214333861077715e-06,6.616004292989743e-06,7.478698516917115e-06,2.8316730907193847e-05,2.8470809577061205e-05,1.215935133638446e-05,7.00662774131523e-06,3.3987953380076705e-06,9.515452681155007e-06,6.342199561674241e-06,5.250270407190196e-06,1.4796972503330377e-06,4.29293577173806e-06,3.442121513996446e-05,1.1695673278303557e-05,6.4130730685275946e-06,9.419281213419757e-06,2.084849591803155e-06,1.9288926067864404e-05,3.795014592477187e-07,5.500950664135977e-06,1.6482585429796966e-06,9.690755807186905e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 25.plk,1,0.000150956322119125,0.00019605214509527778,0.0005805401494983854,0.0003735569123167733,0.00032526952002126416,0.00022309499008416712,0.0003535120360535209,0.0005057314527748962,0.0003177993933877367,0.0007018587382473952,4.2407363720250284e-05,5.733998849325831e-06,2.3698167864405606e-05,8.65827368576359e-06,1.5697431404685798e-05,4.410340959280338e-06,3.191176907933746e-06,6.493936478318421e-06,6.5116405924882e-06,1.3752329978079864e-05,1.6793426216204603e-05,2.2421722682438883e-05,2.8329525931790336e-05,1.1729331396425654e-05,6.742955700221078e-06,4.262939345057116e-06,1.5798966615417245e-05,1.3142361067613319e-05,1.1698111791364687e-05,2.3573405187498157e-06,2.72995170829523e-05,4.776863215833092e-06,1.2857293239303114e-05,2.028232608295322e-05,1.2641550081792877e-05,1.3583940925222447e-05,2.0040685259153615e-05,1.2257443706232573e-05,1.0902700687998464e-05,6.575942496498871e-06,2.0920754187880306e-05,1.729791524841713e-05,1.9341716790654985e-05,1.4134255416473955e-05,1.2482406234536158e-05,8.581076566645105e-06,5.3494361218120065e-06,1.701621093920476e-05,2.9060070043083036e-07,3.1934420819795943e-06,2.3658898851976505e-05,8.032143114854618e-06,2.3409689593864703e-05,2.6447722989993977e-05,8.391085374320518e-06,1.0963340907337946e-05,6.100519156401533e-06,1.1990656481787251e-05,2.421927062418507e-06,5.814593834825364e-06,4.918861357209898e-05,1.87455128069402e-05,2.3165087919101655e-05,1.2625937840588431e-05,1.3217301884317099e-05,1.7835634722831228e-05,1.0208344891786711e-05,1.324187935957216e-06,1.0830118828925657e-05,1.220084489796974e-05,2.0779801581850408e-05,1.4520433104144011e-05,2.04411032023448e-05,9.222852848598535e-06,5.234369461781661e-06,1.0096954100307894e-05,7.507266617649273e-06,1.2917953128582688e-05,7.939478168330916e-06,5.56741281104098e-07,2.6423679468746978e-05,2.701821285020545e-06,2.267219856293819e-05,1.4360116266511304e-05,7.386232954678322e-06,1.2733178230960789e-05,8.859193545359795e-06,8.673285406394969e-07,7.507425505988229e-06,7.0757894178846e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 3.plk,1,0.0033528539391816463,0.0033298898112387974,0.00347777525260736,0.0034248182705903,0.003584442804596091,0.0035424352505136355,0.0035525918874886406,0.0034954500943022936,0.0038030250011811977,0.0037242812486294723,8.535495702248738e-06,3.478600163718307e-05,1.1799472952449084e-05,1.475452083921009e-05,1.3963937584729513e-05,1.798656952514263e-06,6.097660456331342e-06,1.4046994118656908e-05,1.4422096374297865e-05,9.935134138193063e-07,3.699313915707057e-05,1.407211717721042e-05,1.9395771095551268e-05,1.5065751225361288e-05,9.28942120625551e-06,1.9777250680628793e-05,6.96571579443683e-06,2.1679997990233815e-05,1.086285610678878e-05,8.21720363906691e-06,2.8076772724329002e-05,2.3529616967896237e-05,1.798636165767828e-05,8.574863872806229e-06,1.6026062967245206e-05,1.3552096856176525e-05,3.486147600719249e-06,6.06202325097442e-06,1.947174625428528e-05,1.0048026227716155e-06,4.173194717301082e-05,1.993318366935528e-05,2.80055666067252e-05,1.4334511019896965e-05,2.7742285316004285e-06,1.165342475658742e-05,1.3508185928199288e-05,5.078316915412992e-06,5.079795781053598e-06,5.357732069602913e-06,2.027396597818605e-06,1.5442840906397743e-05,1.2567337692203138e-05,8.840752591720124e-06,9.93946971734083e-06,1.9883913115998557e-05,3.6246566092636177e-06,1.3133633772123223e-05,6.443940456331839e-06,5.673234832544453e-06,4.070193809125449e-05,2.855829445370906e-05,1.4636172904964103e-05,1.5735617239048746e-05,1.462538343576739e-05,2.4514248611920763e-05,1.0032322548622033e-05,1.8426538259536466e-05,1.3853383157255655e-05,5.09785055175067e-06,3.600998944446454e-05,7.989074567092134e-06,2.3309568093203044e-05,1.1603406750516207e-05,4.723717932398627e-06,2.569577726247371e-05,5.83171564428664e-06,1.1761739973319301e-05,9.150616131965335e-06,1.1680804670006496e-05,2.9218331957165725e-05,8.732964191670933e-06,2.796287362209089e-05,9.49836253322783e-06,1.8510350962547318e-05,1.5418668513667492e-05,7.421191184913996e-06,3.2370863435101027e-06,1.2479615692131822e-05,1.5489525820270003e-05
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 4.plk,1,0.002201628469882244,0.002037279747097016,0.0023906197703548607,0.0021169229741245022,0.0022874781152798966,0.002366904650058325,0.002100806233776076,0.002246628970763538,0.0024108106352026624,0.0022374837161314607,8.1373905829228e-06,6.675413359241322e-05,2.172216064717761e-05,7.2543984964304825e-06,9.233896615339965e-06,1.523510205765586e-05,1.0091507767157893e-05,9.019161517425178e-06,5.437554211540551e-06,1.15334388320459e-05,5.920511926601198e-05,1.2373050755733326e-05,4.476610266859663e-06,2.6073837283238542e-06,6.849808491134583e-06,1.7908964316190683e-05,2.33704217516307e-06,5.86412485738583e-06,1.1182924464456056e-05,1.1749279892437657e-05,7.999021473305504e-06,1.1172251409131177e-05,8.128838992285e-06,1.5453554007279687e-05,1.1261684175750076e-05,5.756427646900794e-06,4.776038043804718e-06,9.222890823577731e-06,8.658339333501098e-06,1.388997155790988e-05,5.463688857222885e-05,1.938376027553604e-05,2.4253829431805647e-05,9.096703091988522e-06,1.3102549447676318e-05,2.8822196221489957e-05,1.1888493665474416e-05,6.585670575093702e-06,5.998171837029283e-06,1.3788663728329578e-05,2.4701976751884506e-05,4.608983980902124e-05,8.602871736770028e-06,2.7853600304626587e-05,2.2415598883653936e-05,1.4974645991829222e-05,1.3986918478834004e-05,9.978829468826397e-06,5.847197781412763e-06,7.751652405031922e-06,3.964148898612142e-05,1.834751317333469e-05,1.9308673559871495e-05,1.0937061279112627e-05,1.204290897049446e-05,5.357091786760347e-07,2.2320561533987275e-06,5.348058841236987e-06,4.424000200402518e-06,4.950383763886026e-06,1.8879152824906264e-05,2.7259427330320965e-05,2.2808274537637425e-05,6.496535761976414e-06,1.2376774550228683e-05,2.2045419239516927e-06,1.309919647680518e-05,2.526901362110913e-06,4.2304842094239935e-06,5.4080905533116995e-06,4.4567308693305335e-05,1.921933534926366e-05,1.03621888575511e-05,1.1978818943250654e-05,1.5806808717500015e-05,2.8084519087693e-06,1.0165475649541933e-05,1.3246392621311549e-05,8.774886950132823e-06,3.307267545735671e-06
(Fault) Bearing (1) Ball & Bearing (2) Outer Trial 5.plk,1,0.0020533367336300133,0.002564838507230198,0.0025650762402224235,0.0022681438278199873,0.0024005924818220406,0.0021466842537045156,0.002261434878212467,0.0026340125059713124,0.002416614718117521,0.0026853859489369665,1.9429816612702792e-05,6.361046540316436e-06,2.7276293028523232e-06,1.316776262743917e-05,1.2653053437499592e-05,6.36466227647151e-06,5.162003994445313e-06,7.711971002413525e-06,4.75444580727858e-06,1.0392124095011691e-05,7.031280182729152e-05,3.397064713865615e-05,1.1065364211754158e-05,8.078728557919854e-06,7.998559749032817e-06,8.49306630512367e-06,4.261249417124904e-06,1.1039325827658083e-05,8.309447482954131e-06,2.83992325209848e-06,2.1347694122587036e-05,1.2193273653277786e-05,1.4701236523544498e-05,1.4652987793408968e-05,1.8217224125941075e-05,9.174187848925155e-06,3.5573900836149503e-06,8.65908323284968e-06,2.3983582328384287e-06,4.294423871367032e-06,3.334809695066164e-05,6.939621011784253e-06,1.7955970870842024e-05,1.4519305669902717e-06,1.3376299498467083e-05,2.192379523234082e-05,1.438903403739574e-05,9.64841723440007e-06,4.157610625197832e-06,1.851335680401356e-05,2.0206230349190517e-05,1.4574560139401657e-06,2.490056966065785e-05,1.1999209405508604e-05,5.19941088084169e-06,1.3470660910427804e-05,5.7031151320815395e-06,7.533881219541943e-06,1.63285664328763e-05,9.835748509481345e-06,3.318733830906377e-05,5.134616275299771e-06,1.2782706736075302e-05,1.5784932326897407e-05,9.101801359662901e-06,3.660539202500276e-06,2.70042547932239e-06,1.0243456178223607e-05,7.335145194894209e-06,7.559779093415027e-06,5.250268851814554e-05,2.084752047608361e-05,2.4362444162685535e-05,2.0669875429007705e-05,8.102396805183632e-06,4.0121342311516285e-06,3.48370182871496e-06,7.2792193145452056e-06,8.089521866159963e-06,9.79479326019504e-06,5.9471627987162245e-05,4.7888444641484876e-06,1.1390071909620464e-05,1.1138912048391786e-05,9.928398667171656e-06,2.2326903809600724e-05,2.0916772569120494e-06,8.849977532187569e-06,1.4661509996801073e-05,6.459225520849374e-06
